timestamp;buyer;seller;symbol;currency;price;quantity
0;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
0;;;AMETHYSTS;SEASHELLS;10004;1
0;;;STARFRUIT;SEASHELLS;5003;13
0;;;STARFRUIT;SEASHELLS;5003;1
1100;;;AMETHYSTS;SEASHELLS;9996;2
1200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
1300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
1700;;;AMETHYSTS;SEASHELLS;10002;1
1700;;;STARFRUIT;SEASHELLS;5002;8
1800;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
1900;;;STARFRUIT;SEASHELLS;5002;1
2000;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
2400;;;STARFRUIT;SEASHELLS;4997;1
2900;;;AMETHYSTS;SEASHELLS;9996;1
2900;;;AMETHYSTS;SEASHELLS;9996;11
3000;;;AMETHYSTS;SEASHELLS;10005;1
3000;;;STARFRUIT;SEASHELLS;5003;1
3100;;;AMETHYSTS;SEASHELLS;9996;2
3100;;;STARFRUIT;SEASHELLS;4996;2
3200;;;AMETHYSTS;SEASHELLS;9996;1
3200;;;AMETHYSTS;SEASHELLS;9996;1
3200;;;STARFRUIT;SEASHELLS;4996;2
3600;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;4
3700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
3800;;;AMETHYSTS;SEASHELLS;9996;1
3800;;;STARFRUIT;SEASHELLS;4997;14
3800;;;STARFRUIT;SEASHELLS;4997;1
4200;;;AMETHYSTS;SEASHELLS;9996;2
4300;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
4300;SUBMISSION;;STARFRUIT;SEASHELLS;5000;5
4300;;;AMETHYSTS;SEASHELLS;9995;2
4300;;;STARFRUIT;SEASHELLS;5003;1
4300;;;STARFRUIT;SEASHELLS;4998;2
4500;;;STARFRUIT;SEASHELLS;4997;1
4700;SUBMISSION;;STARFRUIT;SEASHELLS;4998;7
4800;;;AMETHYSTS;SEASHELLS;10004;2
4800;;;STARFRUIT;SEASHELLS;5004;2
5300;;SUBMISSION;STARFRUIT;SEASHELLS;5002;1
5600;;SUBMISSION;STARFRUIT;SEASHELLS;5002;2
5700;;;STARFRUIT;SEASHELLS;4999;1
6100;;;STARFRUIT;SEASHELLS;4999;1
6500;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
6600;;;AMETHYSTS;SEASHELLS;10004;2
6700;;;AMETHYSTS;SEASHELLS;10002;3
6900;;;AMETHYSTS;SEASHELLS;10002;1
6900;;;STARFRUIT;SEASHELLS;5003;1
7000;;SUBMISSION;STARFRUIT;SEASHELLS;5002;4
7000;;;AMETHYSTS;SEASHELLS;10005;2
7000;;;STARFRUIT;SEASHELLS;5004;2
7300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
7300;;;AMETHYSTS;SEASHELLS;10004;2
7300;;;STARFRUIT;SEASHELLS;5004;2
7400;;;STARFRUIT;SEASHELLS;4998;1
7700;;;STARFRUIT;SEASHELLS;4997;1
8100;;;AMETHYSTS;SEASHELLS;9996;1
8100;;;AMETHYSTS;SEASHELLS;9996;1
8100;;;STARFRUIT;SEASHELLS;5004;1
8600;;;STARFRUIT;SEASHELLS;4998;1
8800;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
9200;;;STARFRUIT;SEASHELLS;5003;1
9900;;SUBMISSION;STARFRUIT;SEASHELLS;5001;4
10300;;SUBMISSION;STARFRUIT;SEASHELLS;5001;1
10300;;;AMETHYSTS;SEASHELLS;9998;1
10400;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
10800;;;AMETHYSTS;SEASHELLS;10004;2
10800;;;AMETHYSTS;SEASHELLS;10004;10
11000;;SUBMISSION;STARFRUIT;SEASHELLS;5002;7
11100;;;AMETHYSTS;SEASHELLS;9998;3
11100;;;AMETHYSTS;SEASHELLS;9998;4
11300;;;STARFRUIT;SEASHELLS;4999;3
11400;;;AMETHYSTS;SEASHELLS;9996;1
11400;;;STARFRUIT;SEASHELLS;4997;2
11500;;;AMETHYSTS;SEASHELLS;10002;2
11700;SUBMISSION;;STARFRUIT;SEASHELLS;4998;2
11800;SUBMISSION;;STARFRUIT;SEASHELLS;5000;4
11800;;;STARFRUIT;SEASHELLS;5003;1
12000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
12400;;;STARFRUIT;SEASHELLS;5005;15
12500;;;STARFRUIT;SEASHELLS;4998;1
13000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
13000;;SUBMISSION;STARFRUIT;SEASHELLS;5002;1
13200;;;AMETHYSTS;SEASHELLS;9998;2
13300;;;AMETHYSTS;SEASHELLS;10005;2
13300;;;STARFRUIT;SEASHELLS;5004;2
13600;;;STARFRUIT;SEASHELLS;4997;1
13700;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;4
13900;SUBMISSION;;STARFRUIT;SEASHELLS;5001;6
14200;SUBMISSION;;STARFRUIT;SEASHELLS;4998;1
14600;SUBMISSION;;STARFRUIT;SEASHELLS;5000;2
15000;;SUBMISSION;STARFRUIT;SEASHELLS;5003;8
15000;;;STARFRUIT;SEASHELLS;5003;2
15200;SUBMISSION;;STARFRUIT;SEASHELLS;4998;1
15300;;;AMETHYSTS;SEASHELLS;10002;1
15400;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
15500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
15600;;;AMETHYSTS;SEASHELLS;10004;2
15600;;;STARFRUIT;SEASHELLS;5003;2
15700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;5
15700;;;AMETHYSTS;SEASHELLS;10002;1
15800;;SUBMISSION;STARFRUIT;SEASHELLS;5002;1
15900;SUBMISSION;;STARFRUIT;SEASHELLS;5000;6
16100;SUBMISSION;;STARFRUIT;SEASHELLS;5000;2
16200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
16200;SUBMISSION;;STARFRUIT;SEASHELLS;4998;1
16200;;;STARFRUIT;SEASHELLS;4998;1
16300;;;AMETHYSTS;SEASHELLS;10004;1
16400;;;AMETHYSTS;SEASHELLS;10002;1
16600;;;STARFRUIT;SEASHELLS;4996;1
16700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
16700;;SUBMISSION;STARFRUIT;SEASHELLS;5001;1
16800;;;AMETHYSTS;SEASHELLS;9995;5
17700;;SUBMISSION;STARFRUIT;SEASHELLS;5001;1
18200;SUBMISSION;;STARFRUIT;SEASHELLS;4997;4
18200;;;STARFRUIT;SEASHELLS;4996;1
18500;SUBMISSION;;STARFRUIT;SEASHELLS;4998;1
18500;;;STARFRUIT;SEASHELLS;5000;1
18600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
19000;SUBMISSION;;STARFRUIT;SEASHELLS;4996;9
19200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
19300;;;AMETHYSTS;SEASHELLS;9996;1
19300;;;STARFRUIT;SEASHELLS;4996;1
19700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
19700;;;STARFRUIT;SEASHELLS;4997;1
20100;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
20100;;;AMETHYSTS;SEASHELLS;10002;4
20200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
20300;;;STARFRUIT;SEASHELLS;4997;1
20400;;;STARFRUIT;SEASHELLS;4999;4
20500;;;AMETHYSTS;SEASHELLS;9998;1
20700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
20700;;;AMETHYSTS;SEASHELLS;10000;6
20900;;SUBMISSION;STARFRUIT;SEASHELLS;5000;1
21200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
21300;;;AMETHYSTS;SEASHELLS;9996;1
21300;;;AMETHYSTS;SEASHELLS;9996;7
21500;;SUBMISSION;STARFRUIT;SEASHELLS;5000;4
21600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;12
21700;;;STARFRUIT;SEASHELLS;5002;8
21900;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;3
22100;;;STARFRUIT;SEASHELLS;4997;1
22200;;;AMETHYSTS;SEASHELLS;9998;6
22400;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
22400;;;AMETHYSTS;SEASHELLS;10004;2
22500;;;STARFRUIT;SEASHELLS;5003;11
22700;;;STARFRUIT;SEASHELLS;4997;1
22800;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;2
22800;;;STARFRUIT;SEASHELLS;4996;1
23200;;;AMETHYSTS;SEASHELLS;9998;2
23200;;;STARFRUIT;SEASHELLS;4997;2
23300;;;AMETHYSTS;SEASHELLS;9998;1
23500;;;STARFRUIT;SEASHELLS;4998;1
23700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
23700;;;AMETHYSTS;SEASHELLS;9996;2
23700;;;AMETHYSTS;SEASHELLS;9996;6
23800;;SUBMISSION;STARFRUIT;SEASHELLS;5003;1
23900;;SUBMISSION;STARFRUIT;SEASHELLS;5002;1
24100;;;AMETHYSTS;SEASHELLS;9996;1
24100;;;AMETHYSTS;SEASHELLS;9996;7
24100;;;STARFRUIT;SEASHELLS;5001;1
24400;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
24400;;SUBMISSION;STARFRUIT;SEASHELLS;5002;1
24500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
24500;;;AMETHYSTS;SEASHELLS;9996;1
24500;;;STARFRUIT;SEASHELLS;4997;1
24600;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;2
24600;;;STARFRUIT;SEASHELLS;5001;5
24900;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
24900;;SUBMISSION;STARFRUIT;SEASHELLS;4999;4
24900;;;STARFRUIT;SEASHELLS;4995;10
25100;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
25200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;5
25200;;;AMETHYSTS;SEASHELLS;10002;1
25200;;;AMETHYSTS;SEASHELLS;9998;3
25200;;;STARFRUIT;SEASHELLS;5001;1
25300;;;STARFRUIT;SEASHELLS;4995;1
25400;;SUBMISSION;STARFRUIT;SEASHELLS;5000;8
25500;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;5
25500;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
25700;;;AMETHYSTS;SEASHELLS;10004;2
25800;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;4
25800;;;STARFRUIT;SEASHELLS;4995;1
26000;SUBMISSION;;STARFRUIT;SEASHELLS;4995;5
26000;;;STARFRUIT;SEASHELLS;4995;2
26300;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
26400;;;STARFRUIT;SEASHELLS;4994;1
26600;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
26800;;SUBMISSION;STARFRUIT;SEASHELLS;4998;1
26900;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
26900;SUBMISSION;;STARFRUIT;SEASHELLS;4992;1
27300;;SUBMISSION;STARFRUIT;SEASHELLS;4996;1
27600;;;AMETHYSTS;SEASHELLS;9998;4
27600;;;STARFRUIT;SEASHELLS;4992;1
27700;SUBMISSION;;STARFRUIT;SEASHELLS;4993;5
27800;;;STARFRUIT;SEASHELLS;4997;1
27900;;SUBMISSION;STARFRUIT;SEASHELLS;4998;1
28200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;2
28200;;;STARFRUIT;SEASHELLS;4997;5
28200;;;STARFRUIT;SEASHELLS;4997;6
28300;SUBMISSION;;STARFRUIT;SEASHELLS;4994;2
28400;;;STARFRUIT;SEASHELLS;4992;1
28600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
29000;SUBMISSION;;STARFRUIT;SEASHELLS;4990;1
29000;;;AMETHYSTS;SEASHELLS;10005;8
29200;;SUBMISSION;STARFRUIT;SEASHELLS;4996;1
29300;;;STARFRUIT;SEASHELLS;4995;2
29300;;;STARFRUIT;SEASHELLS;4995;10
29400;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
29400;;;AMETHYSTS;SEASHELLS;10002;1
29400;;;STARFRUIT;SEASHELLS;4991;1
29700;;;STARFRUIT;SEASHELLS;4991;1
30000;;;AMETHYSTS;SEASHELLS;9998;1
30000;;;AMETHYSTS;SEASHELLS;9998;3
30200;;;STARFRUIT;SEASHELLS;4997;2
30200;;;STARFRUIT;SEASHELLS;4997;8
30300;;SUBMISSION;STARFRUIT;SEASHELLS;4996;1
30600;;;AMETHYSTS;SEASHELLS;10002;1
30600;;;STARFRUIT;SEASHELLS;4992;1
30600;;;STARFRUIT;SEASHELLS;4998;1
31300;;;STARFRUIT;SEASHELLS;4992;13
31400;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
31600;;SUBMISSION;STARFRUIT;SEASHELLS;4997;1
31900;;;AMETHYSTS;SEASHELLS;10005;2
32400;;;STARFRUIT;SEASHELLS;4991;1
32500;;;STARFRUIT;SEASHELLS;4991;1
32600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
32600;;;AMETHYSTS;SEASHELLS;10005;2
32600;;;STARFRUIT;SEASHELLS;4997;2
32800;;;AMETHYSTS;SEASHELLS;9996;2
33000;;SUBMISSION;STARFRUIT;SEASHELLS;4996;1
33000;;;AMETHYSTS;SEASHELLS;10002;6
33100;;;STARFRUIT;SEASHELLS;4991;1
33200;SUBMISSION;;STARFRUIT;SEASHELLS;4991;10
33200;;;STARFRUIT;SEASHELLS;4990;1
33500;;;AMETHYSTS;SEASHELLS;10004;1
33500;;;STARFRUIT;SEASHELLS;4997;1
33600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;6
33800;;SUBMISSION;STARFRUIT;SEASHELLS;4994;3
34000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
34000;;;STARFRUIT;SEASHELLS;4990;1
34100;;;AMETHYSTS;SEASHELLS;9996;1
34100;;;AMETHYSTS;SEASHELLS;9996;2
34200;;;STARFRUIT;SEASHELLS;4991;9
34300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
34500;SUBMISSION;;STARFRUIT;SEASHELLS;4991;5
34600;;;STARFRUIT;SEASHELLS;4990;1
35000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
35000;;SUBMISSION;STARFRUIT;SEASHELLS;4997;1
35100;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;3
35300;SUBMISSION;;STARFRUIT;SEASHELLS;4993;2
35300;;;STARFRUIT;SEASHELLS;4998;1
35400;;SUBMISSION;STARFRUIT;SEASHELLS;4997;1
35400;;;AMETHYSTS;SEASHELLS;10002;3
35800;SUBMISSION;;STARFRUIT;SEASHELLS;4994;1
35800;;;STARFRUIT;SEASHELLS;4994;1
36100;;;AMETHYSTS;SEASHELLS;10002;1
36200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
36400;;SUBMISSION;STARFRUIT;SEASHELLS;4998;1
36500;SUBMISSION;;STARFRUIT;SEASHELLS;4994;1
36500;;;STARFRUIT;SEASHELLS;4994;1
37300;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;10
37300;;;STARFRUIT;SEASHELLS;4992;1
37400;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
37500;;;AMETHYSTS;SEASHELLS;9996;1
37500;;;STARFRUIT;SEASHELLS;4991;1
37800;;;STARFRUIT;SEASHELLS;4991;1
38000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
38400;;;STARFRUIT;SEASHELLS;4993;6
38500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
38600;;;AMETHYSTS;SEASHELLS;9996;1
38600;;;STARFRUIT;SEASHELLS;4991;1
38800;;;AMETHYSTS;SEASHELLS;9996;1
39200;;;AMETHYSTS;SEASHELLS;9998;1
39200;;;STARFRUIT;SEASHELLS;4997;1
39400;;;AMETHYSTS;SEASHELLS;10004;1
39400;;;STARFRUIT;SEASHELLS;4998;1
39500;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
39600;;SUBMISSION;STARFRUIT;SEASHELLS;4997;4
40300;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
40500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
40500;SUBMISSION;;STARFRUIT;SEASHELLS;4993;1
40900;;;AMETHYSTS;SEASHELLS;10004;2
40900;;;AMETHYSTS;SEASHELLS;10004;1
40900;;;AMETHYSTS;SEASHELLS;10004;8
40900;;;STARFRUIT;SEASHELLS;4991;1
41000;SUBMISSION;;STARFRUIT;SEASHELLS;4992;1
41100;SUBMISSION;;STARFRUIT;SEASHELLS;4991;1
41400;SUBMISSION;;STARFRUIT;SEASHELLS;4993;1
41500;;;STARFRUIT;SEASHELLS;4995;5
41700;;;STARFRUIT;SEASHELLS;4990;1
41900;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;4
41900;;;STARFRUIT;SEASHELLS;4996;1
42000;;;STARFRUIT;SEASHELLS;4990;1
42000;;;STARFRUIT;SEASHELLS;4995;5
42200;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
42300;;;STARFRUIT;SEASHELLS;4991;7
42400;;;STARFRUIT;SEASHELLS;4990;1
42500;;;AMETHYSTS;SEASHELLS;10002;3
42500;;;AMETHYSTS;SEASHELLS;10002;1
42500;;;STARFRUIT;SEASHELLS;4989;1
42600;;;AMETHYSTS;SEASHELLS;9995;2
42600;;;STARFRUIT;SEASHELLS;4989;2
42900;;;AMETHYSTS;SEASHELLS;10005;2
42900;;;STARFRUIT;SEASHELLS;4995;2
43400;;SUBMISSION;STARFRUIT;SEASHELLS;4994;4
43500;;;STARFRUIT;SEASHELLS;4990;1
43900;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;4
44100;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
44500;;SUBMISSION;STARFRUIT;SEASHELLS;4995;1
44800;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
45000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
45400;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
45400;;;STARFRUIT;SEASHELLS;4988;1
45500;SUBMISSION;;STARFRUIT;SEASHELLS;4990;3
45800;;;STARFRUIT;SEASHELLS;4986;1
45900;;;AMETHYSTS;SEASHELLS;10004;1
45900;;;AMETHYSTS;SEASHELLS;10004;1
45900;;;STARFRUIT;SEASHELLS;4993;2
46600;;;AMETHYSTS;SEASHELLS;9998;2
46600;;;STARFRUIT;SEASHELLS;4987;2
46900;;SUBMISSION;STARFRUIT;SEASHELLS;4992;1
47100;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
47100;SUBMISSION;;STARFRUIT;SEASHELLS;4988;3
47100;;;STARFRUIT;SEASHELLS;4988;1
47200;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
47300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
47500;;;AMETHYSTS;SEASHELLS;10002;4
47900;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
48100;;;AMETHYSTS;SEASHELLS;9995;2
48100;;;STARFRUIT;SEASHELLS;4989;1
48300;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
48500;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
48600;;;AMETHYSTS;SEASHELLS;9996;1
48600;;;STARFRUIT;SEASHELLS;4989;1
48600;;;STARFRUIT;SEASHELLS;4990;1
49000;;;STARFRUIT;SEASHELLS;4988;1
49200;;;STARFRUIT;SEASHELLS;4994;1
49300;;;STARFRUIT;SEASHELLS;4988;1
49400;;SUBMISSION;STARFRUIT;SEASHELLS;4992;5
49400;;SUBMISSION;STARFRUIT;SEASHELLS;4992;9
49500;;;STARFRUIT;SEASHELLS;4994;6
49600;;SUBMISSION;STARFRUIT;SEASHELLS;4992;1
49800;SUBMISSION;;STARFRUIT;SEASHELLS;4988;5
49900;;;AMETHYSTS;SEASHELLS;9998;6
49900;;;AMETHYSTS;SEASHELLS;10005;2
49900;;;STARFRUIT;SEASHELLS;4993;2
50400;SUBMISSION;;STARFRUIT;SEASHELLS;4988;2
50400;;;AMETHYSTS;SEASHELLS;9998;1
50600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
50600;SUBMISSION;;STARFRUIT;SEASHELLS;4986;8
50600;;;AMETHYSTS;SEASHELLS;9996;1
50600;;;STARFRUIT;SEASHELLS;4985;1
50800;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;5
50800;;SUBMISSION;STARFRUIT;SEASHELLS;4991;1
51300;;;STARFRUIT;SEASHELLS;4985;13
51500;;SUBMISSION;STARFRUIT;SEASHELLS;4991;1
51600;;;AMETHYSTS;SEASHELLS;10002;1
51600;;;AMETHYSTS;SEASHELLS;10002;1
51600;;;STARFRUIT;SEASHELLS;4992;2
51700;SUBMISSION;;STARFRUIT;SEASHELLS;4986;2
51700;;;AMETHYSTS;SEASHELLS;9995;11
51700;;;STARFRUIT;SEASHELLS;4986;2
51900;;SUBMISSION;STARFRUIT;SEASHELLS;4990;4
51900;;;AMETHYSTS;SEASHELLS;9996;1
52100;;;AMETHYSTS;SEASHELLS;9995;8
52300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
52300;;SUBMISSION;STARFRUIT;SEASHELLS;4990;1
52500;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
52500;;SUBMISSION;STARFRUIT;SEASHELLS;4990;1
52600;;;STARFRUIT;SEASHELLS;4988;4
